Abbreviation	Description	Reaction	GPR	Genes	Proteins	Subsystem	Reversible	Lower bound	Upper bound	Objective	Confidence Score	EC Number	Notes	References
r_0171	aldehyde dehydrogenase (2-phenylethanol, NADP)	C00080[c] + C00005[c] + C00601[c]  <=> C05853[c] + C00006[c] 	(YCR105W OR YMR318C)	YCR105W YMR318C			1	0	1000	0				
r_0172	aldehyde dehydrogenase (3-aminopropanal, NAD)	C05665[c] + C00001[c] + C00003[c]  <=> C00099[c] + 2 C00080[c] + C00004[c] 	(YMR169C OR YMR170C)	YMR169C YMR170C			1	0	1000	0				
r_0173	aldehyde dehydrogenase (acetaldehyde, NADP)	C00084[c] + C00001[c] + C00006[c]  <=> C00033[c] + 2 C00080[c] + C00005[c] 	YPL061W	YPL061W			1	0	1000	0				
r_0174	aldehyde dehydrogenase (acetylaldehyde, NAD)	C00084[m] + C00001[m] + C00003[m]  <=> C00033[m] + 2 C00080[m] + C00004[m] 	YOR374W	YOR374W			1	0	1000	0				
r_0175	aldehyde dehydrogenase (acetylaldehyde, NADP)	C00084[m] + C00001[m] + C00006[m]  <=> C00033[m] + 2 C00080[m] + C00005[m] 	(YER073W OR YOR374W)	YER073W YOR374W			1	0	1000	0				
r_0176	aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)	C00001[m] + C00637[m] + C00003[m]  <=> 2 C00080[m] + C00954[m] + C00004[m] 	YOR374W	YOR374W			1	0	1000	0				
r_0177	aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)	C00001[c] + C00637[c] + C00006[c]  <=> 2 C00080[c] + C00954[c] + C00005[c] 	YPL061W	YPL061W			1	0	1000	0				
r_0178	aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)	C00001[m] + C00637[m] + C00006[m]  <=> 2 C00080[m] + C00954[m] + C00005[m] 	(YER073W OR YOR374W)	YER073W YOR374W			1	0	1000	0				
r_0179	aldehyde dehydrogenase (isoamyl alcohol, NAD)	C07329[c] + C00080[c] + C00004[c]  <=> s_0929[c] + C00003[c] 	(YOL086C OR YBR145W OR YDL168W)	YBR145W YDL168W YOL086C			1	0	1000	0				
r_0180	aldehyde dehydrogenase (isoamyl alcohol, NAD)	C07329[m] + C00080[m] + C00004[m]  <=> s_0931[m] + C00003[m] 	(YGL256W OR YMR083W)	YGL256W YMR083W			1	0	1000	0				
r_0181	aldehyde dehydrogenase (isoamyl alcohol, NADP)	C07329[c] + C00080[c] + C00005[c]  <=> s_0929[c] + C00006[c] 	(YCR105W OR YMR318C)	YCR105W YMR318C			1	0	1000	0				
r_0182	aldehyde dehydrogenase (isobutyl alcohol, NAD)	C00080[c] + cpd16874[c] + C00004[c]  <=> C14710[c] + C00003[c] 	(YOL086C OR YBR145W OR YDL168W)	YBR145W YDL168W YOL086C			1	0	1000	0				
r_0183	aldehyde dehydrogenase (isobutyl alcohol, NAD)	C00080[m] + cpd16874[m] + C00004[m]  <=> C14710[m] + C00003[m] 	(YGL256W OR YMR083W)	YGL256W YMR083W			1	0	1000	0				
r_0184	aldehyde dehydrogenase (isobutyl alcohol, NADP)	C00080[c] + cpd16874[c] + C00005[c]  <=> C14710[c] + C00006[c] 	(YCR105W OR YMR318C)	YCR105W YMR318C			1	0	1000	0				
r_0185	aldehyde dehydrogenase (phenylacetaldehyde, NAD)	C00001[c] + C00003[c] + C00601[c]  <=> 2 C00080[c] + C00004[c] + C07086[c] 	(YMR169C OR YMR170C)	YMR169C YMR170C			1	0	1000	0				
r_0186	aldehyde dehydrogenase (tryptophol, NAD)	C00080[c] + C00637[c] + C00004[c]  <=> C00003[c] + C00955[c] 	(YOL086C OR YBR145W OR YDL168W)	YBR145W YDL168W YOL086C			1	0	1000	0				
r_0187	aldehyde dehydrogenase (tryptophol, NAD)	C00080[m] + C00637[m] + C00004[m]  <=> C00003[m] + C00955[m] 	(YGL256W OR YMR083W)	YGL256W YMR083W			1	0	1000	0				
r_0188	alkaline phosphatase (dihydroneopterin)	C04895[c] + 3 C00001[c]  <=> C04874[c] + 2 C00080[c] + 3 C00009[c] 	YDR481C	YDR481C			1	0	1000	0				
r_0189	allantoate amidinohydrolase	C00499[c] + C00001[c]  <=> C00086[c] + C02766[c] 	YIR029W	YIR029W			1	-1000	1000	0				
r_0190	allantoinase, reaction	C01551[c] + C00001[c]  <=> C00499[c] + C00080[c] 	YIR027C	YIR027C			1	-1000	1000	0				
r_0191	allophanate hydrolase	3 C00080[c] + C00001[c] + s_1554[c]  <=> 2 C01342[c] + 2 C00011[c] 	YBR208C	YBR208C			1	0	1000	0				
r_0192	alpha 1,2-mannosyltransferase	C05860[g] + C00096[g]  <=> C05861[g] + C00035[g] + C00080[g] 	(YBR205W OR YBR199W OR YDR483W OR YJL139C OR YKR061W OR YNL029C OR YOR099W OR YPL053C)	YBR199W YBR205W YDR483W YJL139C YKR061W YNL029C YOR099W YPL053C			1	0	1000	0				
r_0193	alpha,alpha-trehalase	C00001[v] + C01083[v]  <=> 2 C00031[v] 	YPR026W	YPR026W			1	0	1000	0				
r_0194	alpha,alpha-trehalase	C00001[c] + C01083[c]  <=> 2 C00031[c] 	YDR001C	YDR001C			1	0	1000	0				
r_0195	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	C00092[c] + C00029[c]  <=> C00689[c] + C00080[c] + C00015[c] 	((YBR126C AND YDR074W AND YMR261C AND YML100W) OR YBR126C)	YBR126C YDR074W YML100W YMR261C			1	0	1000	0				11442833, 15692050, 9837904
r_0198	alpha-glucosidase	C00001[c] + C00208[c]  <=> 2 C00031[c] 	(YJL216C OR YIL172C OR YBR299W OR YGR292W OR YGR287C OR YJL221C)	YBR299W YGR287C YGR292W YIL172C YJL216C YJL221C			1	0	1000	0				
r_0199	amidase	C03078[c] + C00001[c]  <=> s_0281[c] + C01342[c] 	YMR293C	YMR293C			1	0	1000	0				
r_0200	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	C01888[c] + C00001[c] + C00007[c]  <=> C01342[c] + C00027[c] + C00546[c] 					1	0	1000	0				
r_0201	Aminobutyraldehyde dehydrogenase	C00555[m] + C00001[m] + C00003[m]  <=> C00334[m] + 2 C00080[m] + C00004[m] 	YOR374W	YOR374W			1	0	1000	0				
r_0202	anthranilate phosphoribosyltransferase	C00108[c] + C00119[c]  <=> C00013[c] + C04302[c] 	YDR354W	YDR354W			1	0	1000	0				
r_0203	anthranilate synthase	C00251[c] + C00064[c]  <=> C00108[c] + C00080[c] + C00025[c] + C00022[c] 	(YER090W AND YKL211C)	YER090W YKL211C			1	0	1000	0				
r_0204	Ap4A hydrolase	C00001[c] + C01260[c]  <=> 2 C00008[c] + 2 C00080[c] 	YDR305C	YDR305C			1	-1000	1000	0				
r_0205	arabinose reductase	C00080[c] + C00259[c] + C00005[c]  <=> C00532[c] + C00006[c] 	YHR104W	YHR104W			1	0	1000	0				
r_0206	arginase	C00001[c] + C00062[c]  <=> C01602[c] + C00086[c] 	YPL111W	YPL111W			1	0	1000	0				
r_0207	argininosuccinate lyase	s_0015[c]  <=> C00122[c] + C00062[c] 	YHR018C	YHR018C			1	-1000	1000	0				
r_0208	argininosuccinate synthase	C00002[c] + C00049[c] + C00327[c]  <=> s_0015[c] + C00020[c] + C00013[c] + C00080[c] 	YOL058W	YOL058W			1	-1000	1000	0				
r_0209	arginyl-tRNA synthetase	C00002[c] + C00062[c] + s_1583[c]  <=> C00020[c] + s_0428[c] + C00013[c] 	YDR341C	YDR341C			1	0	1000	0				
r_0210	arginyl-tRNA synthetase	C00002[m] + C00062[m] + s_1584[m]  <=> C00020[m] + s_0429[m] + C00013[m] 	YHR091C	YHR091C			1	0	1000	0				
r_0211	asparagine synthase (glutamine-hydrolysing)	C00002[c] + C00001[c] + C00049[c] + C00064[c]  <=> C00020[c] + C00013[c] + C00080[c] + C00152[c] + C00025[c] 	(YGR124W OR YPR145W)	YGR124W YPR145W			1	0	1000	0				
r_0212	Asparaginyl-tRNA synthetase	C00002[c] + C00152[c] + s_1585[c]  <=> C00020[c] + C03402[c] + C00013[c] 	YHR019C	YHR019C			1	0	1000	0				
r_0213	asparaginyl-tRNA synthetase, miotchondrial	C00002[m] + C00152[m] + s_1586[m]  <=> C00020[m] + C03402[m] + C00013[m] 	YCR024C	YCR024C			1	0	1000	0				
r_0214	aspartate carbamoyltransferase	C00169[c] + C00049[c]  <=> C00080[c] + C00438[c] + C00009[c] 	YJL130C	YJL130C			1	0	1000	0				
r_0215	aspartate kinase	C00002[c] + C00049[c]  <=> C03082[c] + C00008[c] 	YER052C	YER052C			1	0	1000	0				
r_0216	aspartate transaminase	C00026[c] + C00049[c]  <=> C00025[c] + C00036[c] 	YLR027C	YLR027C			1	-1000	1000	0				
r_0217	aspartate transaminase	C00026[m] + C00049[m]  <=> C00025[m] + C00036[m] 	YKL106W	YKL106W			1	-1000	1000	0				
r_0218	aspartate transaminase	C00026[p] + C00049[p]  <=> C00025[p] + C00036[p] 	YLR027C	YLR027C			1	-1000	1000	0				
r_0219	aspartate-semialdehyde dehydrogenase	C03082[c] + C00080[c] + C00005[c]  <=> C00441[c] + C00006[c] + C00009[c] 	YDR158W	YDR158W			1	0	1000	0				
r_0220	Aspartyl-tRNA synthetase	C00002[c] + C00049[c] + s_1587[c]  <=> C00020[c] + s_0432[c] + C00013[c] 	YLL018C	YLL018C			1	0	1000	0				
r_0221	Aspartyl-tRNA synthetase	C00002[m] + C00049[m] + s_1588[m]  <=> C00020[m] + s_0433[m] + C00013[m] 	YPL104W	YPL104W			1	0	1000	0				
r_0222	ATP adenylyltransferase	C00008[c] + C00002[c] + C00080[c]  <=> C01260[c] + C00009[c] 	YDR530C	YDR530C			1	0	1000	0				
r_0223	ATP adenylyltransferase	C00008[c] + C00044[c] + C00080[c]  <=> cpd15218[c] + C00009[c] 	YCL050C	YCL050C			1	0	1000	0				
r_0224	ATP adenylyltransferase	C00035[c] + C00044[c] + C00080[c]  <=> C01261[c] + C00009[c] 	YCL050C	YCL050C			1	0	1000	0				
r_0225	ATP phosphoribosyltransferase	C00002[c] + C00119[c]  <=> s_0326[c] + C00013[c] 	YER055C	YER055C			1	0	1000	0				
r_0226	ATP synthase	C00008[m] + 4 C00080[c] + C00009[m]  <=> C00002[m] + 3 C00080[m] + C00001[m] 	((Q0130 AND YBL099W AND YDR298C AND Q0085 AND YJR121W AND Q0080 AND YBR039W AND YDR377W AND YML081C-A AND YDR322C-A AND YKL016C AND YPL271W AND YDL004W AND YPL078C AND YLR295C) OR (YPR020W AND Q0130 AND YBL099W AND YDR298C AND Q0085 AND YJR121W AND Q0080 AND YBR039W AND YDR377W AND YML081C-A AND YKL016C AND YPL271W AND YDL004W AND YPL078C AND YLR295C))	Q0080 Q0085 Q0130 YBL099W YBR039W YDL004W YDR298C YDR322C-A YDR377W YJR121W YKL016C YLR295C YML081C-A YPL078C YPL271W YPR020W			1	0	1000	0				
r_0227	ATPase, cytosolic	C00002[c] + C00001[c]  <=> C00008[c] + C00080[x] + C00009[c] 	(YER005W OR (YCR024C-A AND YGL008C AND YEL017C-A) OR (YCR024C-A AND YPL036W AND YEL017C-A))	YCR024C-A YEL017C-A YER005W YGL008C YPL036W			1	1	1	0				
r_0228	beta-1,4 mannosyltransferase	C00096[c] + C04537[c]  <=> C05860[c] + C00035[c] 	YBR110W	YBR110W			1	0	1000	0				
r_0229	biotin synthase	C01909[c] + s_1371[c]  <=> C00120[c] + 2 C00080[c] 	YGR286C	YGR286C			1	-1000	1000	0				
r_0230	biotin-[acetyl-CoA-carboxylase] ligase	C00002[c] + C00120[c] + C00080[c]  <=> C05921[c] + C00013[c] 	YDL141W	YDL141W			1	0	1000	0				
r_0231	C-14 sterol reductase	C11455[c] + C00080[c] + C00005[c]  <=> C05108[c] + C00006[c] 	YNL280C	YNL280C			1	0	1000	0				
r_0233	C-22 sterol desaturase (NADP)	s_0664[c] + C00080[c] + C00005[c] + C00007[c]  <=> C05440[c] + 2 C00001[c] + C00006[c] 	YMR015C	YMR015C			1	0	1000	0				
r_0234	C-3 sterol dehydrogenase	C00006[c] + s_1578[c]  <=> C00011[c] + C00080[c] + C00005[c] + cpd15300[c] 	YGL001C	YGL001C			1	0	1000	0				
r_0235	C-3 sterol dehydrogenase (4-methylzymosterol)	s_0297[c] + C00003[c]  <=> s_0209[c] + C00011[c] + C00080[c] + C00004[c] 	YGL001C	YGL001C			1	0	1000	0				
r_0236	C-3 sterol keto reductase (4-methylzymosterol)	s_0209[c] + C00080[c] + C00005[c]  <=> C05103[c] + C00006[c] 	YLR100W	YLR100W			1	0	1000	0				
r_0237	C-3 sterol keto reductase (zymosterol)	C00080[c] + C00005[c] + cpd15300[c]  <=> C00006[c] + C05437[c] 	YLR100W	YLR100W			1	0	1000	0				
r_0238	C-4 methyl sterol oxidase	C05103[c] + C00080[c] + C00005[c] + C00007[c]  <=> C00001[c] + C00006[c] + s_1576[c] 	YGR060W	YGR060W			1	0	1000	0				
r_0239	C-4 methyl sterol oxidase	C00080[c] + C00005[c] + C00007[c] + s_1576[c]  <=> 2 C00001[c] + C00006[c] + s_1577[c] 	YGR060W	YGR060W			1	0	1000	0				
r_0240	C-4 methyl sterol oxidase	C00080[c] + C00005[c] + C00007[c] + s_1577[c]  <=> C00001[c] + C00006[c] + s_1578[c] 	YGR060W	YGR060W			1	0	1000	0				
r_0241	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	C05108[c] + 3 C00080[c] + 3 C00005[c] + 3 C00007[c]  <=> s_0297[c] + 4 C00001[c] + 3 C00006[c] 	YGR060W	YGR060W			1	0	1000	0				
r_0242	C-5 sterol desaturase	C15777[c] + C00080[c] + C00005[c] + C00007[c]  <=> s_0664[c] + 2 C00001[c] + C00006[c] 	YLR056W	YLR056W			1	0	1000	0				
r_0243	C-8 sterol isomerase	C04525[c]  <=> C15777[c] 	YMR202W	YMR202W			1	0	1000	0				
r_0244	C-s24 sterol reductase	C05440[e] + C00080[e] + C00005[e]  <=> C01694[e] + C00006[e] 	YGL012W	YGL012W			1	0	1000	0				
r_0249	CAAX farnesyltransferase	C00156[c] + C04145[c]  <=> C00013[c] + 2 C00080[c] + C03885[c] 	(YKL019W AND YDL090C)	YDL090C YKL019W			1	-1000	1000	0				
r_0250	carbamoyl-phosphate synthase (glutamine-hydrolysing)	2 C00002[c] + C00288[c] + C00001[c] + C00064[c]  <=> 2 C00008[c] + C00169[c] + 2 C00080[c] + C00025[c] + C00009[c] 	(YJR019C and YOR303W and YJL130C)	YJL130C YJR109C YOR303W			1	0	1000	0				8626695, 22064862
r_0252	carnitine O-acetyltransferase	C00318[c] + C00024[c]  <=> C00010[c] + C02571[c] 	(YER024W OR YAR035W)	YAR035W YER024W			1	0	1000	0				
r_0253	carnitine O-acetyltransferase	C00318[p] + C00024[p]  <=> C00010[p] + C02571[p] 	YML042W	YML042W			1	0	1000	0				
r_0254	carnitine O-acetyltransferase	C00010[m] + C02571[m]  <=> C00318[m] + C00024[m] 	YML042W	YML042W			1	0	1000	0				
r_0255	catalase	2 C00027[c]  <=> 2 C00001[c] + C00007[c] 	YGR088W	YGR088W			1	0	1000	0				
r_0256	catalase	2 C00027[p]  <=> 2 C00001[p] + C00007[p] 	YDR256C	YDR256C			1	0	1000	0				
r_0259	ceramide-1 hydroxylase (24C)	s_0475[e] + C00080[e] + C00005[e] + C00007[e]  <=> s_0481[e] + C00001[e] + C00006[e] 	YDR297W	YDR297W			1	0	1000	0				
r_0260	ceramide-1 hydroxylase (24C)	s_0475[e] + C00080[e] + C00005[e] + C00007[e]  <=> s_0487[e] + C00001[e] + C00006[e] 	YMR272C	YMR272C			1	0	1000	0				
r_0261	ceramide-1 hydroxylase (26C)	s_0478[e] + C00080[e] + C00005[e] + C00007[e]  <=> s_0484[e] + C00001[e] + C00006[e] 	YDR297W	YDR297W			1	0	1000	0				
r_0262	ceramide-1 hydroxylase (26C)	s_0478[e] + C00080[e] + C00005[e] + C00007[e]  <=> s_0490[e] + C00001[e] + C00006[e] 	YMR272C	YMR272C			1	0	1000	0				
r_0263	ceramide-1 synthase (24C)	C00836[e] + C16529[e]  <=> s_0475[e] + C00010[e] + C00080[e] 	((YKL008C AND YMR298W) OR (YHL003C AND YMR298W))	YHL003C YKL008C YMR298W			1	0	1000	0				
r_0264	ceramide-1 synthase (26C)	cpd15241[e] + C00836[e]  <=> s_0478[e] + C00010[e] + C00080[e] 	((YKL008C AND YMR298W) OR (YHL003C AND YMR298W))	YHL003C YKL008C YMR298W			1	0	1000	0				
r_0265	ceramide-2 synthase (24C)	C12144[e] + C16529[e]  <=> s_0481[e] + C00010[e] + C00080[e] 	((YKL008C AND YMR298W) OR (YHL003C AND YMR298W))	YHL003C YKL008C YMR298W			1	0	1000	0				
r_0266	ceramide-2 synthase (26C)	cpd15241[e] + C12144[e]  <=> s_0484[e] + C00010[e] + C00080[e] 	((YKL008C AND YMR298W) OR (YHL003C AND YMR298W))	YHL003C YKL008C YMR298W			1	0	1000	0				
r_0267	ceramide-3 synthase (24C)	s_0481[e] + C00080[e] + C00005[e] + C00007[e]  <=> s_0493[e] + C00001[e] + C00006[e] 	YMR272C	YMR272C			1	0	1000	0				
r_0268	ceramide-3 synthase (26C)	s_0484[e] + C00080[e] + C00005[e] + C00007[e]  <=> s_0496[e] + C00001[e] + C00006[e] 	YMR272C	YMR272C			1	0	1000	0				
r_0269	ceramide-4 synthase (24C)	s_0493[e] + C00080[e] + C00005[e] + C00007[e]  <=> s_0499[e] + C00001[e] + C00006[e] 	YMR272C	YMR272C			1	0	1000	0				
r_0270	ceramide-4 synthase (26C)	s_0496[e] + C00080[e] + C00005[e] + C00007[e]  <=> s_0502[e] + C00001[e] + C00006[e] 	YMR272C	YMR272C			1	0	1000	0				
r_0271	chitin deacetylase	C00461[c] + C00001[c]  <=> C00033[c] + C00734[o] + C00080[c] 	(YLR307W OR YLR308W)	YLR307W YLR308W			1	0	1000	0				
r_0272	chitin synthase	C00043[c]  <=> C00461[c] + C00080[c] + C00015[c] 	(YBR038W OR YNL192W OR YBR023C)	YBR023C YBR038W YNL192W			1	0	1000	0				
r_0273	choline kinase	C00002[c] + C00114[c]  <=> C00008[c] + C00588[c] + C00080[c] 	YLR133W	YLR133W			1	0	1000	0				
r_0274	choline phosphate cytididyltransferase	C00588[c] + C00063[c] + C00080[c]  <=> C00307[c] + C00013[c] 	YGR202C	YGR202C			1	0	1000	0				
r_0278	chorismate mutase	C00251[c]  <=> C00254[c] 	YPR060C	YPR060C			1	0	1000	0				
r_0279	chorismate synthase	s_0324[c]  <=> C00251[c] + C00009[c] 	YGL148W	YGL148W			1	0	1000	0				
r_0280	cis-aconitate(3-) to isocitrate	C00417[m] + C00001[m]  <=> C00311[m] 	YLR304C	YLR304C			1	-1000	1000	0				
r_0281	cis-prenyltransferase step 01	C00448[l] + C00129[l]  <=> C00013[l] + C00353[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0282	cis-prenyltransferase step 02	C00353[l] + C00129[l]  <=> C00013[l] + C04217[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0283	cis-prenyltransferase step 03	C00129[l] + C04217[l]  <=> C00013[l] + C01230[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0284	cis-prenyltransferase step 04	C01230[l] + C00129[l]  <=> C00013[l] + s_0815[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0285	cis-prenyltransferase step 05	s_0815[l] + C00129[l]  <=> C00013[l] + C04146[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0286	cis-prenyltransferase step 06	C00129[l] + C04146[l]  <=> C00013[l] + C04145[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0287	cis-prenyltransferase step 07	C00129[l] + C04145[l]  <=> C17432[l] + C00013[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0288	cis-prenyltransferase step 08	C17432[l] + C00129[l]  <=> C00013[l] + C04574[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0289	cis-prenyltransferase step 09	C00129[l] + C04574[l]  <=> C00013[l] + s_0641[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0290	cis-prenyltransferase step 10	s_0641[l] + C00129[l]  <=> C00013[l] + s_1523[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0291	cis-prenyltransferase step 11	C00129[l] + s_1523[l]  <=> C00013[l] + s_1483[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0292	cis-prenyltransferase step 12	C00129[l] + s_1483[l]  <=> C00013[l] + s_1310[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0293	cis-prenyltransferase step 13	C00129[l] + s_1310[l]  <=> C00013[l] + s_0829[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0294	cis-prenyltransferase step 14	s_0829[l] + C00129[l]  <=> C00013[l] + s_0814[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	-1000	1000	0				
r_0295	cis-prenyltransferase step 15	s_0814[l] + C00129[l]  <=> C00013[l] + s_1246[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	-1000	1000	0				
r_0296	cis-prenyltransferase step 16	C00129[l] + s_1246[l]  <=> C00013[l] + s_1229[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0297	cis-prenyltransferase step 17	C00129[l] + s_1229[l]  <=> C00013[l] + s_0845[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0298	cis-prenyltransferase step 18	s_0845[l] + C00129[l]  <=> C00013[l] + s_0813[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0299	cis-prenyltransferase step 19	s_0813[l] + C00129[l]  <=> C00013[l] + s_0640[l] 	(YBR002C OR YMR101C)	YBR002C YMR101C			1	0	1000	0				
r_0300	citrate synthase	C00024[m] + C00001[m] + C00036[m]  <=> C00158[m] + C00010[m] + C00080[m] 	(YNR001C OR YPR001W)	YNR001C YPR001W			1	0	1000	0				
r_0301	citrate synthase, peroxisomal	C00024[p] + C00001[p] + C00036[p]  <=> C00158[p] + C00010[p] + C00080[p] 	YCR005C	YCR005C			1	0	1000	0				
r_0302	citrate to cis-aconitate(3-)	C00158[m]  <=> C00417[m] + C00001[m] 	YLR304C	YLR304C			1	-1000	1000	0				
r_0304	coproporphyrinogen oxidase (O2 required)	C03263[c] + 2 C00080[c] + C00007[c]  <=> 2 C00011[c] + 2 C00001[c] + C01079[c] 	YDR044W	YDR044W			1	0	1000	0				
r_0306	CTP synthase (glutamine)	C00002[c] + C00001[c] + C00064[c] + C00075[c]  <=> C00008[c] + C00063[c] + 2 C00080[c] + C00025[c] + C00009[c] 	(YBL039C OR YJR103W)	YBL039C YJR103W			1	0	1000	0				
r_0307	CTP synthase (NH3)	C01342[c] + C00002[c] + C00075[c]  <=> C00008[c] + C00063[c] + 2 C00080[c] + C00009[c] 	(YBL039C OR YJR103W)	YBL039C YJR103W			1	0	1000	0				
r_0308	cystathionine b-lyase	C00001[c] + C02291[c]  <=> C01342[c] + C00155[c] + C00022[c] 	YGL184C	YGL184C			1	0	1000	0				
r_0309	cystathionine beta-synthase	C00155[c] + C00065[c]  <=> C00001[c] + C02291[c] 	YGR155W	YGR155W			1	0	1000	0				
r_0310	cystathionine g-lyase	C00001[c] + C02291[c]  <=> C00109[c] + C01342[c] + C00097[c] 	YAL012W	YAL012W			1	0	1000	0				
r_0311	cystathionine gamma-synthase	C00097[c] + C01077[c]  <=> C00033[c] + C00080[c] + C02291[c] 	YJR130C	YJR130C			1	0	1000	0				
r_0312	cysteine synthase	C00283[c] + C00979[c]  <=> C00033[c] + C00080[c] + C00097[c] 	YLR303W	YLR303W			1	0	1000	0				
r_0313	cysteinyl-tRNA synthetase	C00002[c] + C00097[c] + s_1589[c]  <=> C00020[c] + s_0542[c] + C00013[c] 	YNL247W	YNL247W			1	0	1000	0				
r_0314	cytidine deaminase	C00475[c] + C00080[c] + C00001[c]  <=> C01342[c] + C00299[c] 	YLR245C	YLR245C			1	0	1000	0				
r_0315	cytidine kinase (GTP)	C00475[c] + C00044[c]  <=> C00055[c] + C00035[c] + C00080[c] 	YNR012W	YNR012W			1	0	1000	0				
r_0317	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)	2 C00080[c] + C01724[c] + 3 C00005[c] + 3 C00007[c]  <=> C11455[c] + C00058[c] + 4 C00001[c] + 3 C00006[c] 	(YHR042W AND YHR007C)	YHR007C YHR042W			1	0	1000	0				
r_0318	cytosine deaminase	C00380[c] + C00080[c] + C00001[c]  <=> C01342[c] + C00106[c] 	YPR062W	YPR062W			1	0	1000	0				
r_0319	D-arabinono-1,4-lactone oxidase	C00652[c] + C00007[c]  <=> C06316[c] + C00027[c] 	YML086C	YML086C			1	-1000	1000	0				
r_0320	D-arabinose 1-dehydrogenase (NAD)	C00216[c] + C00003[c]  <=> C00652[c] + C00080[c] + C00004[c] 	YMR041C	YMR041C			1	0	1000	0				
r_0321	D-arabinose 1-dehydrogenase (NADP)	C00216[c] + C00006[c]  <=> C00652[c] + C00080[c] + C00005[c] 	YBR149W	YBR149W			1	0	1000	0				
r_0322	D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	C01094[c]  <=> C00577[c] + C00111[c] 	YKL060C	YKL060C			1	-1000	1000	0				
r_0323	D-sorbitol dehydrogenase (D-fructose producing)	C00794[c] + C00003[c]  <=> C00095[c] + C00080[c] + C00004[c] 	YJR159W	YJR159W			1	0	1000	0				
r_0326	dCMP deaminase	C00239[c] + C00080[c] + C00001[c]  <=> C01342[c] + C00365[c] 	YHR144C	YHR144C			1	-1000	1000	0				
r_0327	dCTP deaminase	C00458[c] + C00080[c] + C00001[c]  <=> C01342[c] + C00460[c] 	YHR144C	YHR144C			1	0	1000	0				
r_0328	deoxyadenosine deaminase	C00559[c] + C00080[c] + C00001[c]  <=> C05512[c] + C01342[c] 	YNL141W	YNL141W			1	0	1000	0				
r_0329	deoxycytidine deaminase	C00881[c] + C00080[c] + C00001[c]  <=> C00526[c] + C01342[c] 	YLR245C	YLR245C			1	0	1000	0				
r_0330	deoxyguanylate kinase (dGMP:ATP)	C00002[c] + C00362[c]  <=> C00008[c] + C00361[c] 	YDR454C	YDR454C			1	-1000	1000	0				
r_0331	deoxyhypusine synthase, cytosolic/mitochondrial	C00001[c] + C00315[c] + C17568[m]  <=> C00555[c] + C00986[c] + cpd15291[m] 	YHR068W	YHR068W			1	0	1000	0				
r_0332	deoxyribokinase	C01801[c] + C00002[c]  <=> C00673[c] + C00008[c] + C00080[c] 	YCR036W	YCR036W			1	0	1000	0				
r_0334	dephospho-CoA kinase	C00882[m] + C00002[m]  <=> C00008[m] + C00010[m] + C00080[m] 	YDR196C	YDR196C			1	0	1000	0				
r_0335	dethiobiotin synthase	C01037[c] + C00002[c] + C00011[c]  <=> C00008[c] + C01909[c] + 3 C00080[c] + C00009[c] 	YNR057C	YNR057C			1	-1000	1000	0				
r_0340	dihydroceramidase	C08320[e] + C00836[e]  <=> s_0475[e] 	YPL087W	YPL087W			1	-1000	1000	0				
r_0341	dihydroceramidase	s_0507[e] + C00836[e]  <=> s_0478[e] 	YPL087W	YPL087W			1	-1000	1000	0				
r_0342	dihydroceramidase	s_0481[e]  <=> C08320[e] + C12144[e] 	YPL087W	YPL087W			1	0	1000	0				
r_0343	dihydroceramidase	s_0484[e]  <=> s_0507[e] + C12144[e] 	YPL087W	YPL087W			1	0	1000	0				
