orgId	locusId	sysName	geneName	desc	set1IT078 Glucose (C) (40mM)	set1IT079 Glucose (C) (40mM)	set1IT080 Glucose (C) (20mM)	set1IT081 Glucose (C) (20mM)	set1IT082 4-Hydroxyvalerate (C) (40mM)	set1IT083 4-Hydroxyvalerate (C) (40mM)	set1IT084 Acetate Carbon Source (20mM)	set1IT085 Acetate Carbon Source (20mM)	set1IT086 Acetate Carbon Source (5mM)	set1IT087 Acetate Carbon Source (5mM)	set5IT075 D-Glucose (C)	set5IT076 D-Glucose (C)	set5IT081 Levulinic Acid (C)	set5IT082 Levulinic Acid (C)	set5IT083 Levulinic Acid (C)	set5IT084 Levulinic Acid (C)
Putida	PP_0157	PP_0157		transcriptional activator of gcdH, LysR family	0.067	0.223	0.193	0.040	-0.138	-0.187	-0.060	0.189	0.173	-0.065	-0.019	0.077	0.232	0.135	0.247	0.083
Putida	PP_0158	PP_0158		glutaryl-CoA dehydrogenase	-0.273	0.094	-0.334	-0.052	-0.367	-0.444	-0.205	-0.446	-0.201	-0.254	0.217	0.173	0.175	0.205	0.169	0.163
Putida	PP_0159	PP_0159		putative CoA-transferase family III	0.042	0.001	-0.097	-0.142	-0.117	-0.019	-0.094	0.006	-0.058	0.000	0.086	0.007	-0.062	-0.009	0.109	0.116
Putida	PP_0160	PP_0160		putative ferrioxamine receptor	0.064	0.151	0.080	0.047	0.038	0.109	0.155	0.109	0.162	0.125	0.078	0.126	0.131	0.143	0.082	0.141
Putida	PP_0161	PP_0161		putative transmembrane sensor	0.239	-0.051	0.111	0.183	0.015	0.472	-0.004	0.190	-0.005	0.221	0.069	0.041	0.192	0.199	0.163	0.093
Putida	PP_0162	PP_0162		RNA polymerase sigma-70 factor, ECF subfamily	0.127	0.088	0.114	0.410	-0.068	0.279	0.215	0.062	0.025	0.250	0.122	0.268	0.376	0.083	0.284	0.200
Putida	PP_0163	PP_0163		putative transcriptional regulator	0.198	0.297	0.171	0.268	0.584	0.722	0.310	0.256	0.261	0.254	-0.020	0.112	0.832	0.730	0.284	0.374
Putida	PP_0164	PP_0164		conserved protein of unknown function	-2.252	-2.943	-2.441	-2.624	-2.533	-2.530	-2.619	-2.755	-2.585	-4.183	-0.328	-0.270	0.143	0.058	0.180	0.492
Putida	PP_0165	PP_0165		GGDEF domain protein	0.480	0.556	0.530	0.478	1.017	1.698	0.867	0.908	0.722	1.157	0.222	0.191	0.367	0.550	0.305	0.150
Putida	PP_0166	PP_0166		HlyD family secretion protein	0.586	0.805	0.675	0.859	1.322	1.899	1.121	1.201	0.925	1.087	0.198	0.236	0.309	0.739	0.351	0.328
Putida	PP_0167	PP_0167		Toxin secretion ATP-binding protein	0.515	0.699	0.548	0.569	1.174	1.774	0.900	1.076	0.831	0.999	0.216	0.249	0.429	0.631	0.439	0.232
Putida	PP_0168	PP_0168		putative surface adhesion protein	0.603	0.807	0.644	0.712	1.333	1.964	1.129	1.211	0.955	1.234	0.235	0.313	0.515	0.715	0.410	0.348
Putida	PP_0169	PP_0169		Dioxygenase, TauD/TfdA family	0.105	0.426	0.164	0.131	0.211	-0.002	-0.030	0.341	0.251	0.048	-0.049	0.009	0.015	0.091	0.067	0.007
Putida	PP_0170	PP_0170		ABC transporter, periplasmic binding protein	-0.087	0.092	0.051	-0.014	-0.011	-0.079	0.042	0.069	0.104	0.098	-0.121	-0.075	-0.067	-0.121	-0.034	0.047
Putida	PP_0171	PP_0171		ABC transporter, ATP-binding protein	-0.012	0.057	0.027	-0.106	-0.057	0.214	-0.101	0.036	0.114	-0.279	-0.011	-0.057	0.026	-0.091	-0.149	0.025
Putida	PP_0172	PP_0172		ABC transporter, permease protein	-0.016	0.056	0.014	0.124	0.071	0.042	0.060	0.167	0.039	-0.026	0.009	0.195	0.101	0.125	0.081	0.115
Putida	PP_0173	PP_0173		putative transcriptional factor-related protein	0.031	0.163	-0.365	-0.028	-0.062	-0.384	0.401	-0.008	0.536	0.051	-0.121	-0.279	-0.330	-0.300	0.258	0.057
Putida	PP_0174	PP_0174		conserved protein of unknown function	-0.000	0.178	0.023	-0.140	0.061	0.010	0.196	-0.061	-0.052	0.154	0.141	0.067	-0.144	-0.148	0.039	-0.088
Putida	PP_0176	PP_0176		putative efflux transporter	-0.018	0.042	0.075	-0.104	0.417	0.387	0.149	0.035	0.030	0.062	0.075	0.164	0.569	0.674	0.225	-0.037
Putida	PP_0177	PP_0177		conserved protein of unknown function	0.352	0.252	0.187	0.283	0.445	0.829	0.387	0.477	0.368	0.326	-0.066	0.071	0.414	0.494	0.200	0.056
Putida	PP_0178	PP_0178		putative efflux pump	0.073	0.111	0.325	0.055	0.501	0.648	0.145	-0.024	0.201	-0.091	0.017	-0.067	0.552	0.501	-0.168	0.048
Putida	PP_0179	PP_0179		putative efflux transporter	-0.012	0.160	0.149	0.144	0.296	0.572	-0.146	0.235	0.052	0.062	0.070	0.112	0.511	0.474	0.156	0.111
Putida	PP_0180	PP_0180		putative cytochrome c family protein	0.124	0.005	0.082	0.157	0.025	0.184	-0.027	0.056	0.078	-0.070	0.083	0.050	0.109	-0.025	0.002	-0.006
Putida	PP_0181	PP_0181		conserved protein of unknown function	0.243	-0.314	-0.284	0.098	0.049	0.165	0.021	0.114	-0.235	-0.089	0.097	-0.059	0.351	0.323	0.659	0.732
Putida	PP_0182	PP_0182		conserved protein of unknown function	0.121	-0.222	-0.158	-0.356	-0.123	-0.013	0.077	-0.137	-0.031	0.283	-0.500	-0.096	-0.368	-0.313	-0.125	-0.285
Putida	PP_0183	PP_0183		glutathione S-transferase	0.027	0.166	0.093	0.104	0.252	0.220	0.209	-0.086	0.037	0.089	0.014	-0.008	0.160	-0.154	-0.060	0.151
Putida	PP_0184	PP_0184		Argininosuccinate lyase	-5.013	-4.986	-4.835	-4.609	-5.699	-5.148	-5.497	-4.975	-3.878	-4.721	-6.659	-5.125	-6.247	-5.071	-5.380	-6.615
Putida	PP_0185	PP_0185		Positive alginate biosynthesis regulatory protein	-0.017	0.088	0.141	0.180	-1.574	-1.390	0.267	0.592	0.258	0.070	0.208	0.256	0.326	0.462	0.321	0.254
Putida	PP_0188	PP_0188		putative Uroporphyrin-III C-methyltransferase	-0.141	-0.009	0.001	-0.172	0.322	0.450	-0.549	-0.351	-0.186	-0.404	-0.109	-0.167	0.005	0.177	0.124	-0.109
Putida	PP_0189	PP_0189		putative heme biosynthesis protein	-0.205	-0.169	-0.028	-0.212	0.025	0.327	-0.229	-0.158	-0.069	-0.264	0.047	-0.015	0.159	0.075	-0.053	0.062
Putida	PP_0190	PP_0190		putative disulfide bond formation protein B	-0.046	-0.214	-0.276	0.081	0.361	0.506	-0.001	-0.036	-0.043	0.119	0.173	-0.100	0.339	0.405	0.310	-0.009
Putida	PP_0191	PP_0191		Transcriptional regulatory protein AlgQ	-0.170	0.182	-0.198	0.194	2.763	2.568	0.475	0.539	0.356	0.246	-0.011	0.342	1.121	0.335	0.624	0.401
Putida	PP_0192	PP_0192		putative FKBP-type 25 kDa peptidyl-prolyl cis-trans isomerase	-0.408	-0.034	0.127	-0.234	0.723	0.795	-0.073	-0.041	-0.007	-0.221	-0.037	0.028	0.076	0.147	0.107	-0.066
Putida	PP_0194	PP_0194		Transcriptional regulatory protein AlgP	-0.022	0.070	-0.154	-0.479	0.175	0.226	-0.381	-0.540	-0.298	-0.419	0.187	-0.027	-0.206	-0.053	-0.052	-0.035
Putida	PP_0195	PP_0195		conserved protein of unknown function	0.065	0.754	-0.148	0.333	0.696	0.734	-0.403	-1.462	-0.478	-0.287	-0.016	0.438	-0.463	-0.676	0.046	0.023
Putida	PP_0196	PP_0196		putative of ABC superfamily informational factor: ATP-binding components	-0.072	0.021	-0.072	-0.105	0.600	0.413	0.014	-0.172	-0.072	0.009	-0.011	0.258	-0.120	-0.042	0.005	0.156
Putida	PP_0197	PP_0197		conserved protein of unknown function	0.084	0.304	-0.233	-0.063	0.490	0.855	0.221	-0.116	0.112	0.357	0.121	0.182	0.278	-0.023	0.030	0.230
Putida	PP_0198	PP_0198		putative transporter	0.177	-0.265	-0.029	-0.136	0.268	0.249	-0.275	-0.073	-0.038	-0.536	-0.409	0.064	-0.251	0.178	-0.001	0.088
Putida	PP_0199	PP_0199		putative membrane protease family, stomatin	0.011	0.084	-0.185	-0.207	0.006	0.279	-0.171	-0.295	-0.071	-0.084	0.185	-0.118	-0.224	-0.037	0.037	0.153
Putida	PP_0200	PP_0200		putative membrane bound peptidase, nefD	-0.022	0.056	0.083	0.104	0.113	0.235	0.014	-0.372	0.019	0.237	0.039	0.075	0.055	0.001	-0.033	-0.007
Putida	PP_0201	PP_0201		conserved protein of unknown function	-0.014	-0.241	-0.146	-0.229	0.115	0.215	-0.392	-0.028	-0.020	-0.165	0.102	0.210	0.304	-0.084	-0.107	-0.172
Putida	PP_0202	PP_0202		CBS domain-containing protein	-0.396	-0.229	-0.187	-0.064	-0.030	-0.310	-0.082	-0.014	-0.220	0.386	-0.171	0.131	-0.101	0.188	0.119	0.312
Putida	PP_0203	PP_0203		putative dipeptidase	-0.100	-0.017	0.027	-0.004	0.048	0.205	0.009	-0.080	-0.066	-0.149	0.004	0.070	0.045	0.089	0.224	0.016
Putida	PP_0204	PP_0204		Transcriptional regulator, GntR family	0.205	0.256	0.121	-0.173	0.257	-0.051	0.124	0.185	0.231	0.055	-0.113	-0.167	-0.028	-0.184	-0.123	-0.179
Putida	PP_0205	PP_0205		putative Oxidoreductase	-0.020	0.022	-0.002	-0.054	0.040	0.144	0.049	-0.006	0.075	0.018	-0.166	0.016	-0.090	0.025	0.038	0.038
Putida	PP_0206	PP_0206		Ferredoxin, 4Fe-4S	-0.094	0.222	-0.224	-0.188	-0.324	-0.448	-0.133	-0.020	0.034	-0.458	0.224	0.396	0.078	0.188	0.174	0.257
Putida	PP_0207	PP_0207		putative Nitrate ABC transporter, periplasmic nitrate-binding protein	0.145	-0.006	-0.060	-0.008	0.016	0.035	-0.100	0.023	0.138	0.066	0.064	0.096	-0.014	-0.116	-0.033	0.025
Putida	PP_0208	PP_0208		putative Nitrate ABC transporter, permease protein	0.037	0.032	-0.011	-0.038	-0.054	-0.054	-0.119	0.073	-0.143	0.075	0.053	-0.064	0.165	-0.008	0.026	0.014
Putida	PP_0209	PP_0209		ATP-binding taurine transporter subunit	0.072	-0.067	-0.129	-0.307	0.012	-0.415	-0.344	-0.838	-0.141	-0.243	-0.140	0.259	-0.018	-0.322	-0.050	-0.041
Putida	PP_0210	PP_0210		putative Phycobiliprotein	0.069	-0.011	-0.165	0.054	-0.019	0.061	-0.300	-0.237	0.198	-0.045	0.136	0.264	-0.055	0.481	0.033	0.231
Putida	PP_0211	PP_0211		conserved protein of unknown function	0.042	-0.046	0.072	-0.092	-0.014	0.120	-0.098	-0.095	-0.142	-0.125	0.194	0.074	0.065	-0.079	0.184	0.188
Putida	PP_0213	PP_0213		succinate-semialdehyde dehydrogenase (NADP+)	-0.141	-0.213	-0.102	-0.007	0.096	0.095	-0.271	-0.303	0.165	-0.228	0.089	0.120	0.126	-0.005	0.046	0.240
Putida	PP_0214	PP_0214		4-aminobutyrate aminotransferase	0.188	0.137	0.193	-0.197	0.140	0.123	0.038	0.048	-0.172	0.113	0.204	0.156	0.177	0.054	0.386	0.257
Putida	PP_0215	PP_0215		Response regulator	0.028	0.249	-0.015	-0.059	0.094	-0.030	0.052	0.185	0.190	0.235	-0.154	0.017	0.014	-0.213	-0.166	-0.134
Putida	PP_0216	PP_0216		putative sensory box/GGDEF family protein	0.089	-0.035	-0.105	0.067	-0.083	-0.229	-0.055	0.010	-0.072	-0.183	0.091	0.134	-0.008	0.187	-0.070	0.018
Putida	PP_0217	PP_0217		delta-9 fatty acid desaturase	-0.012	-0.051	0.088	0.122	-0.142	-0.155	-0.038	0.110	0.094	0.071	-0.101	-0.247	0.249	-0.112	-0.153	-0.192
Putida	PP_0218	PP_0218		Sensory box protein	-2.045	-2.132	-2.106	-1.928	-2.050	-2.123	-1.935	-1.774	-1.924	-1.979	0.007	0.090	0.522	0.419	0.241	0.426
Putida	PP_0219	PP_0219		L,D-methionine D-methionine ABC transporter - permease subunit	0.036	-0.117	-0.028	0.156	-0.004	-0.010	0.054	0.060	0.137	-0.001	-0.118	0.096	-0.029	-0.081	-0.166	-0.054
Putida	PP_0220	PP_0220		methionine import ATP-binding protein metN2	-0.020	-0.556	0.166	0.022	0.206	0.256	0.066	-0.331	-0.366	0.491	0.053	0.153	0.201	-0.139	-0.041	0.040
Putida	PP_0221	PP_0221		methionine ABC transporter periplasmic-binding lipoprotein (metQ-like protein)	0.045	-0.263	0.102	-0.269	0.078	0.104	-0.116	-0.001	-0.081	-0.297	-0.075	-0.101	-0.072	-0.101	-0.136	-0.066
Putida	PP_0222	PP_0222		Monooxygenase, DszA family	-0.237	-0.196	-0.183	-0.104	0.019	-0.017	-0.132	-0.070	-0.178	-0.221	0.004	-0.183	-0.045	-0.066	-0.008	-0.149
Putida	PP_0223	PP_0223		Monooxygenase, DszC family	0.030	0.064	-0.022	-0.159	-0.131	-0.031	0.086	-0.061	0.104	-0.195	-0.203	-0.205	-0.216	-0.209	-0.082	-0.099
Putida	PP_0224	PP_0224		Monooxygenase, DszC family	0.003	0.217	-0.112	-0.044	-0.026	-0.043	0.088	0.168	0.112	0.206	-0.013	-0.116	0.078	0.070	-0.018	0.065
Putida	PP_0225	PP_0225		sulfur compound ABC transporter - ATP-binding subunit	-0.151	0.076	-0.125	0.256	-0.225	0.004	-0.124	-0.289	-0.171	-0.496	0.053	-0.224	0.140	0.046	0.083	0.087
Putida	PP_0226	PP_0226		sulfur compound ABC transporter - permease subunit	0.199	0.200	0.208	0.242	0.166	0.138	0.197	-0.015	0.127	0.053	-0.013	-0.022	0.027	-0.134	0.115	0.060
Putida	PP_0227	PP_0227		periplasmic cystine-binding protein	-0.002	-0.035	0.175	-0.035	0.064	-0.036	-0.009	-0.092	-0.044	-0.044	-0.015	-0.021	0.121	-0.025	0.058	-0.027
Putida	PP_0228	PP_0228		putative serine acetyltransferase	0.003	0.239	0.066	0.002	-0.605	-0.940	0.216	-0.121	0.226	0.087	0.109	0.027	-0.110	0.097	0.183	0.056
Putida	PP_0229	PP_0229		choline/carnitine/betaine transporter	-0.097	0.029	-0.044	0.042	0.048	-0.047	0.190	0.104	0.264	0.027	-0.106	-0.118	-0.107	-0.038	-0.042	0.008
Putida	PP_0231	PP_0231		taurine ABC transporter permease subunit	0.041	0.051	-0.082	-0.218	-0.247	-0.139	0.071	-0.176	-0.067	-0.551	0.179	0.140	-0.020	0.037	0.049	0.065
Putida	PP_0232	PP_0232		ATP-binding taurine transporter subunit	-0.181	-0.117	-0.760	-2.613	-0.858	0.716	-0.559	-0.114	-1.404	-0.584	0.327	1.139	1.003	0.655	1.384	0.084
Putida	PP_0233	PP_0233		taurine ABC transporter periplasmic binding subunit	0.217	-0.099	0.098	-0.101	0.008	0.024	-0.221	-0.077	-0.131	-0.392	-0.117	-0.056	-0.006	-0.221	-0.012	0.159
Putida	PP_0234	PP_0234		outer-membrane porin E	-0.090	0.007	-0.150	0.003	-0.329	-0.297	0.025	0.199	0.150	0.109	-0.142	-0.227	0.686	0.723	-0.017	-0.030
Putida	PP_0235	PP_0235		Peroxidase	0.114	-0.630	-0.236	-0.489	0.057	-0.197	-0.253	-0.477	0.110	0.117	-0.063	-0.155	-0.008	0.167	-0.070	-0.234
Putida	PP_0236	PP_0236		NAD(P)H-dependent FMN reductase subunit	-0.007	-0.914	0.246	0.079	-0.115	-1.071	-0.750	0.312	0.006	0.120	-0.432	0.023	-0.042	0.104	0.455	0.291
Putida	PP_0237	PP_0237		aliphatic sulfonate ABC transporter - periplasmic binding protein / transport of isethionate	-0.115	-0.082	-0.048	0.157	-0.268	0.108	0.133	0.043	-0.018	-0.102	-0.044	-0.171	-0.044	0.159	0.094	-0.143
Putida	PP_0238	PP_0238		alkanesulfonate monooxygenase	-0.032	0.259	0.024	0.172	-0.300	0.159	0.187	0.082	-0.183	-0.322	0.042	-0.120	-0.187	-0.104	0.025	-0.166
Putida	PP_0239	PP_0239		aliphatic sulfonate ABC transporter - permease subunit / transport of isethionate	0.010	0.238	0.157	0.317	-0.018	-0.042	0.115	0.083	0.114	0.196	0.001	-0.164	-0.158	-0.182	-0.070	-0.033
Putida	PP_0240	PP_0240		Aliphatic sulfonates import ATP-binding protein SsuB	0.570	0.595	0.478	-0.150	0.614	0.939	0.590	0.860	0.752	0.835	0.337	0.284	-0.529	0.255	-0.151	-0.493
Putida	PP_0241	PP_0241		Transporter	-0.090	-0.147	-0.078	-0.235	0.085	0.003	-0.552	-0.699	-0.090	-0.274	-0.233	0.094	-0.726	-0.769	-0.087	0.118
Putida	PP_0242	PP_0242		Transcriptional regulator, TetR family	-0.151	0.072	-0.142	-0.254	-0.516	-0.456	-0.183	-0.094	-0.053	-0.058	0.135	-0.174	-0.294	-0.416	-0.215	-0.210
Putida	PP_0244	PP_0244		conserved protein of unknown function	-0.166	0.061	-0.143	0.095	-1.577	-1.888	-0.608	-0.048	-0.432	-0.479	0.106	0.189	-0.107	0.148	0.033	-0.077
Putida	PP_0245	PP_0245		putative transcriptional accessory protein	0.035	-0.259	-0.098	-0.084	0.454	0.498	0.072	-0.108	-0.089	-0.017	-0.006	0.097	-0.021	0.250	-0.060	-0.198
Putida	PP_0246	PP_0246		two-component system DNA-binding response transcriptional dual regulator	-0.107	-0.125	0.077	-0.149	1.872	1.126	-0.446	-0.676	0.471	0.378	-0.070	-0.285	0.072	0.348	0.407	0.152
Putida	PP_0247	PP_0247		Osmolarity sensor protein EnvZ	0.042	-0.003	0.023	-0.119	-0.067	-0.126	0.125	0.237	0.159	-0.006	0.143	0.234	-0.128	0.115	-0.001	0.116
Putida	PP_0248	PP_0248		Probable alpha-L-glutamate ligase	-0.346	-0.232	-0.195	-0.130	-0.630	-0.657	-0.579	-0.614	-0.266	-0.384	-0.102	-0.073	-0.180	-0.260	-0.236	-0.257
Putida	PP_0249	PP_0249		conserved protein of unknown function	0.021	-0.062	-0.119	0.138	-0.137	-0.183	-0.137	0.024	0.044	0.009	0.039	0.152	0.081	-0.019	0.112	0.206
Putida	PP_0250	PP_0250		heat shock protein Hsp15 involved in ribosome recycling	-0.388	0.291	-0.730	-0.501	-0.065	-0.691	0.018	-0.480	-0.095	-0.675	-0.046	-0.257	-0.542	0.096	-0.524	-0.229
Putida	PP_0251	PP_0251		conserved membrane protein of unknown function	-0.273	-0.096	-0.056	-0.283	-0.112	-0.225	-0.247	0.023	-0.475	-0.340	-0.135	0.000	0.117	0.112	0.012	-0.012
Putida	PP_0254	PP_0254		conserved protein of unknown function	0.849	0.936	0.983	0.745	0.218	0.477	0.463	1.080	0.289	0.437	0.345	-0.306	-0.181	-0.161	-0.028	0.024
Putida	PP_0255	PP_0255		conserved exported protein of unknown function	-0.107	0.063	0.212	0.012	-0.184	0.041	-0.196	-0.345	-0.243	-0.228	-0.046	-0.230	-0.317	-0.156	-0.068	-0.273
Putida	PP_0256	PP_0256		putative oxidoreductase	-0.080	0.010	0.072	0.119	-0.113	-0.021	-0.219	-0.149	0.078	0.071	0.015	0.040	0.033	-0.013	-0.042	0.011
Putida	PP_0257	PP_0257		protein sulfur transferase	-0.070	0.246	-0.162	0.308	-0.128	-0.597	-0.052	-0.270	0.107	-0.192	-0.225	0.077	-0.281	-0.248	-0.003	-0.140
Putida	PP_0258	PP_0258		regulator of murein cross-linking	-0.047	-0.022	-0.210	-0.005	-0.499	-0.476	0.042	-0.387	0.056	-0.103	-0.272	-0.048	0.062	-0.391	-0.135	-0.517
Putida	PP_0259	PP_0259		purine nucleotidase	-0.223	-0.037	-0.086	0.064	-0.418	-0.157	-0.122	-0.004	0.032	0.024	0.270	0.084	0.056	-0.006	0.104	-0.060
Putida	PP_0260	PP_0260		ADP-sugar pyrophosphorylase	-0.537	-0.537	-0.497	-0.589	-0.092	0.068	-0.737	-0.584	-0.362	-0.606	-0.512	-0.615	-0.374	-0.385	-0.216	-0.106
Putida	PP_0261	PP_0261		adenosine-3'(2'),5'-bisphosphate nucleotidase	-1.016	-0.967	-1.212	-1.243	-2.220	-2.046	-0.857	-0.485	-0.413	-0.684	-0.648	-0.654	-0.230	-0.306	-0.351	-0.200
Putida	PP_0262	PP_0262		conserved protein of unknown function	0.293	-0.049	-0.325	-0.171	0.002	-0.075	-0.070	0.225	-0.036	-0.307	0.161	0.106	-0.354	-0.063	0.232	0.351
Putida	PP_0263	PP_0263		C4-dicarboxylate transport transcriptional regulatory protein	0.096	0.209	0.068	0.221	-0.161	-0.172	0.207	0.157	0.117	0.098	-0.088	0.011	-0.374	-0.507	0.034	0.038
Putida	PP_0264	PP_0264		Sensor histidine kinase	0.074	0.031	0.051	0.093	0.377	0.384	0.108	0.259	0.137	0.103	0.018	-0.003	0.590	0.348	0.153	0.081
Putida	PP_0265	PP_0265		dTDP-4-dehydrorhamnose 3,5-epimerase	-0.276	-0.083	0.086	-0.073	0.090	-0.306	-0.236	0.120	-0.042	-0.003	-0.276	-0.149	-0.076	0.058	-0.150	-0.062
Putida	PP_0266	PP_0266		Agmatine deiminase	-0.116	-0.016	-0.112	-0.067	-0.108	-0.270	-0.060	0.181	-0.288	-0.042	-0.097	-0.191	-0.084	-0.200	-0.110	-0.226
Putida	PP_0267	PP_0267		putative Outer membrane ferric siderophore receptor	0.052	-0.052	0.129	0.088	0.117	0.009	-0.047	0.193	0.077	-0.100	-0.011	0.021	-0.036	-0.117	-0.063	-0.032
Putida	PP_0268	PP_0268		outer-membrane porin D	-0.040	-0.003	-0.094	-0.038	-0.137	-0.022	-0.066	-0.022	-0.073	-0.118	0.020	-0.041	-0.159	-0.240	-0.183	-0.121
Putida	PP_0269	PP_0269		putative Glutamate synthase, large subunit	0.103	-0.074	0.019	0.288	0.173	0.213	-0.099	0.094	-0.007	0.097	-0.227	0.004	-0.073	-0.066	-0.048	-0.182
Putida	PP_0270	PP_0270		Sensor histidine kinase	0.110	0.152	0.182	0.175	0.173	0.033	-0.079	0.046	0.196	0.139	-0.067	-0.027	-0.274	-0.163	0.099	-0.144
Putida	PP_0271	PP_0271		DNA-binding response regulator	-0.183	-0.050	0.014	-0.129	0.147	-0.072	-0.074	-0.109	0.002	0.167	-0.082	0.087	0.069	-0.255	0.074	-0.138
Putida	PP_0272	PP_0272		Outer membrane ferric siderophore receptor	0.029	0.004	-0.091	-0.032	0.057	0.151	0.038	-0.018	0.034	0.049	-0.052	-0.027	-0.054	-0.116	-0.029	-0.142
Putida	PP_0273	PP_0273		conserved protein of unknown function	0.596	-0.224	0.073	0.389	0.577	0.186	0.294	0.308	0.671	0.491	-0.066	-0.124	-0.114	-0.223	-0.362	-0.550
Putida	PP_0274	PP_0274		putative transcriptional regulator containing HTH domain	-0.006	0.135	0.015	0.103	-0.029	0.831	1.019	-0.124	0.073	-0.002	-0.231	0.107	-0.308	-0.735	-0.117	-0.050
Putida	PP_0275	PP_0275		conserved protein of unknown function	-0.382	-0.076	-0.020	-0.264	-0.099	0.119	0.221	-0.043	-0.361	0.003	-0.417	-0.208	-0.153	-0.303	-0.311	-0.134
Putida	PP_0276	PP_0276		Transcriptional regulator, Cro/CI family	-0.782	0.282	0.518	0.379	0.655	0.575	-0.242	-0.555	-0.022	-0.894	-0.937	-0.572	-0.506	-0.150	-0.893	-0.130
Putida	PP_0278	PP_0278		conserved protein of unknown function	0.306	-0.022	-0.326	0.303	0.152	-0.693	0.281	-0.036	-0.084	-0.040	-0.012	0.092	-0.170	-0.167	0.314	-0.117
Putida	PP_0279	PP_0279		conserved protein of unknown function	-0.154	-0.073	-0.096	-0.053	-0.190	-0.072	-0.093	-0.050	-0.130	-0.124	0.047	0.014	-0.000	-0.103	-0.157	-0.276
Putida	PP_0280	PP_0280		Amino acid ABC transporter, permease protein	0.021	-0.155	0.113	0.057	-0.147	0.107	0.201	0.154	0.223	0.000	-0.074	-0.211	0.029	0.043	0.140	0.088
Putida	PP_0281	PP_0281		Amino acid ABC transporter, permease protein	-0.241	-0.058	-0.110	0.144	-0.075	-0.108	-0.012	-0.001	-0.011	-0.141	-0.092	-0.104	0.041	0.047	0.323	0.290
Putida	PP_0282	PP_0282		L-arginine ABC transporter - periplasmic binding subunit	-0.054	0.072	0.011	-0.083	0.075	0.054	0.088	0.168	0.133	-0.021	-0.314	-0.268	-0.199	-0.194	0.375	0.310
Putida	PP_0283	PP_0283		Arginine/ornithine transport ATP-binding protein AotP	0.176	-0.240	-0.061	-0.155	-0.142	0.186	0.151	0.193	-0.320	-0.027	-0.043	-0.187	-0.117	-0.095	0.098	0.504
Putida	PP_0284	PP_0284		gamma-aminobutyrate permease	-0.026	0.165	-0.019	0.054	0.022	0.009	-0.036	0.218	0.190	-0.070	-0.156	0.021	-0.037	0.060	-0.032	0.020
Putida	PP_0286	PP_0286		adenine glycosylase	-0.043	0.223	-0.016	0.128	0.113	0.115	0.044	0.126	0.129	0.059	-0.005	-0.295	0.011	-0.246	-0.006	0.016
Putida	PP_0287	PP_0287		conserved exported protein of unknown function	-0.005	0.035	0.135	0.247	0.233	-0.035	0.075	0.204	0.296	-0.022	-0.047	-0.152	-0.098	-0.108	-0.097	-0.122
Putida	PP_0288	PP_0288		putative Oxalate/formate antiporter	0.178	0.063	0.099	0.145	0.171	-0.043	0.052	0.165	0.145	0.135	0.019	0.143	-0.065	-0.053	0.008	-0.004
Putida	PP_0289	PP_0289		Imidazoleglycerol-phosphate dehydratase	-4.671	-4.551	-4.653	-4.916	-3.504	-3.309	-4.586	-4.318	-3.109	-4.175	-3.969	-5.380	-4.714	-4.197	-4.245	-4.530
Putida	PP_0290	PP_0290		Imidazole glycerol phosphate synthase subunit HisH	-4.918	-5.447	-4.944	-5.478	-3.451	-3.259	-4.476	-4.267	-3.490	-2.942	-6.191	-5.670	-6.103	-4.427	-5.636	-5.252
Putida	PP_0291	PP_0291		conserved protein of unknown function	-2.805	-1.885	-1.874	-2.727	-1.864	-1.805	-1.613	-1.931	-2.246	-2.559	-2.116	-2.145	-1.312	-1.573	-2.342	-1.710
Putida	PP_0292	PP_0292		phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase	-5.365	-4.663	-3.553	-4.654	-4.708	-3.303	-4.302	-3.916	-3.819	-2.652	-4.374	-4.575	-4.338	-4.148	-4.390	-4.008
Putida	PP_0293	PP_0293		Imidazole glycerol phosphate synthase subunit HisF	-5.676	-5.554	-5.788	-5.574	-5.593	-5.260	-3.952	-5.560	-1.885	-5.711	-7.039	-7.049	-5.197	-3.256	-4.339	-7.053
Putida	PP_0294	PP_0294		choline / betaine / carnitine ABC transporter - ATP binding subunit	0.260	-0.146	0.367	0.517	0.157	0.325	-0.015	0.370	-0.015	-0.235	0.097	-0.184	-0.126	0.081	-0.275	-0.169
Putida	PP_0295	PP_0295		choline / betaine / carnitine ABC transporter - membrane subunit	-0.229	0.163	-0.075	0.026	0.081	0.041	0.098	0.370	0.025	0.131	-0.139	-0.047	-0.169	-0.377	-0.229	-0.208
Putida	PP_0296	PP_0296		choline / betaine / carnitine ABC transporter - substrate binding protein	-0.076	-0.055	-0.110	-0.119	-0.056	-0.089	-0.053	-0.043	-0.141	-0.106	0.104	-0.033	-0.085	0.037	-0.073	-0.162
Putida	PP_0297	PP_0297		L-serine dehydratase	0.024	0.040	0.193	0.182	0.184	-0.033	0.249	0.138	0.146	0.108	-0.096	-0.017	-0.119	-0.113	-0.179	-0.330
Putida	PP_0298	PP_0298		AraC-family transcriptional regulator	0.222	-0.083	0.043	-0.011	-0.092	0.084	-0.123	0.126	-0.084	-0.360	-0.081	-0.234	-0.098	-0.046	-0.079	0.193
